timestamp,sensor_temp,setpoint,gas_flow,air_flow,furnace_load,ambient_temp,gas_pressure,energy_consumption
01/02/2026 00:12,781.409,780.043,61.66,78.821,778.231,19.275,5.036,297.631
01/02/2026 00:12,781.526,780.044,58.524,77.053,692.586,19.588,5,281.497
01/02/2026 00:13,781.674,780.045,59.388,75.027,753.141,19.516,5.012,285.42
01/02/2026 00:13,781.763,780.047,56.107,74.904,755.612,18.97,5.063,272.905
01/02/2026 00:13,781.851,780.048,59.101,76.325,767.962,19.057,4.973,281.552
01/02/2026 00:14,781.948,780.049,58.663,75.133,746.202,19.5,5.083,286.122
01/02/2026 00:14,782.056,780.05,57.987,75.948,757.547,19.381,5.021,278.78
01/02/2026 00:14,782.083,780.051,56.848,75.045,755.214,19.163,5.073,278.474
01/02/2026 00:15,782.181,780.052,60.545,77.919,811.896,19.488,5.116,299.254
01/02/2026 00:15,782.232,780.053,59.196,74.608,732.026,19.49,4.986,284.965
01/02/2026 00:15,782.225,780.055,56.45,76.685,712.217,19.31,5.022,271.148
01/02/2026 00:16,782.265,780.056,56.412,74.841,705.038,18.957,5.078,275.007
01/02/2026 00:16,782.327,780.057,57.24,75.777,733.856,19.527,5.029,276.857
01/02/2026 00:16,782.316,780.058,60.59,77.326,804.416,19.791,5.045,291.892
01/02/2026 00:17,782.339,780.059,59.171,76.27,753.024,19.199,5.027,286.951
01/02/2026 00:17,782.355,780.06,59.805,74.285,777.744,18.656,5.036,289.288
01/02/2026 00:17,782.322,780.062,58.054,77.293,770.584,20.018,5.072,282.871
01/02/2026 00:18,782.343,780.063,56.584,73.278,683.036,19.234,5.006,270.744
01/02/2026 00:18,782.308,780.064,54.954,74.242,700.798,19.665,5.006,264.811
01/02/2026 00:18,782.308,780.065,59.068,74.82,788.206,20.024,5.03,286.844
01/02/2026 00:19,782.356,780.066,56.861,73.714,713.309,19.647,5.038,274.642
01/02/2026 00:19,782.348,780.067,58.808,76.5,752.725,19.102,5.094,287.864
01/02/2026 00:19,782.333,780.069,56.424,75.039,753.746,19.664,5.025,274.292
01/02/2026 00:20,782.32,780.07,58.539,75.626,738.906,18.842,5.088,287.79
01/02/2026 00:20,782.273,780.071,56.167,74.41,717.642,19.124,5.083,274.225
01/02/2026 00:20,782.235,780.072,56.036,75.572,741.478,19.142,5.079,272.775
01/02/2026 00:21,782.216,780.073,56.675,75.085,700.561,19.482,5.002,272.321
01/02/2026 00:21,782.22,780.074,57.267,75.929,734.176,19.274,5.062,277.489
01/02/2026 00:21,782.197,780.076,59.923,76.354,797.665,20.311,5.083,293.036
01/02/2026 00:22,782.193,780.077,58.69,75.936,749.507,18.911,5.027,282.262
01/02/2026 00:22,782.133,780.078,57.965,76.531,731.66,19.673,5.038,281.299
01/02/2026 00:22,782.095,780.079,59.244,76.011,764.831,19.807,5.08,290.564
01/02/2026 00:23,782.042,780.08,56.727,73.376,771.907,19.927,5.027,274.152
01/02/2026 00:23,781.993,780.081,56.898,76.622,715.814,19.152,5.111,278.723
01/02/2026 00:23,781.938,780.082,58.216,76.54,759.941,19.742,5.037,281.31
01/02/2026 00:24,781.931,780.084,57.742,75.154,706.404,19.393,5.127,282.466
01/02/2026 00:24,781.853,780.085,58.447,74.509,780.696,19.768,5.041,284.847
01/02/2026 00:24,781.846,780.086,56.931,75.689,718.97,19.459,5.126,279.986
01/02/2026 00:25,781.82,780.087,57.77,75.41,767.389,19.532,5.118,284.272
01/02/2026 00:25,781.815,780.088,57.893,78.22,780.169,19.319,4.989,278.334
01/02/2026 00:25,781.761,780.089,60.407,76.972,830.229,18.76,5.074,294.763
01/02/2026 00:26,781.723,780.091,58.953,74.764,766.491,19.751,5.028,286.085
01/02/2026 00:26,781.713,780.092,59.708,76.047,765.164,19.449,5.12,293.372
01/02/2026 00:26,781.668,780.093,57.966,73.534,720.686,18.783,5.081,281.534
01/02/2026 00:27,781.66,780.094,58.187,77.444,728.255,19.933,5.132,286.3
01/02/2026 00:27,781.643,780.095,57.918,73.508,765.926,19.889,5.026,281.709
01/02/2026 00:27,781.672,780.096,59.776,77.424,783.682,19.793,5.095,292.739
01/02/2026 00:28,781.615,780.097,58.444,76.28,733.846,20.192,5.045,284.024
01/02/2026 00:28,781.619,780.099,58.987,77.539,705.824,19.246,5.171,293.892
01/02/2026 00:28,781.6,780.1,58.086,74.903,732.557,19.178,5.15,286.525
01/02/2026 00:29,781.58,780.101,60.925,77.34,790.638,20.099,4.966,290.957
01/02/2026 00:29,781.559,780.102,58.9,77.146,727.84,19.016,5.109,288.185
01/02/2026 00:29,781.528,780.103,59.47,76.046,780.589,19.399,5.074,290.489
01/02/2026 00:30,781.548,780.104,56.932,74.054,675.322,19.626,5.068,276.256
01/02/2026 00:30,781.565,780.106,57.898,75.223,733.231,19.485,5.057,281.201
01/02/2026 00:30,781.524,780.107,58.313,77.464,807.116,19.43,5.102,288.001
01/02/2026 00:31,781.503,780.108,58.56,76.324,753.891,19.373,4.987,280.287
01/02/2026 00:31,781.492,780.109,59.628,77.186,763.19,18.96,5.076,291.115
01/02/2026 00:31,781.52,780.11,57.929,76.992,743.855,19.471,5.068,281.651
01/02/2026 00:32,781.494,780.111,57.797,77.622,744.294,20.252,5.036,279.219
01/02/2026 00:32,781.43,780.112,58.698,75.752,746.958,19.308,5.087,286.331
01/02/2026 00:32,781.446,780.114,59.439,75.683,801.517,19.432,5.048,289.111
01/02/2026 00:33,781.417,780.115,59.547,77.646,794.51,19.7,5.007,287.605
01/02/2026 00:33,781.388,780.116,61.162,78.894,768.654,19.038,5.082,299.158
01/02/2026 00:33,781.407,780.117,58.088,75.184,778.549,19.126,5.117,286.132
01/02/2026 00:34,781.436,780.118,62.013,79.182,799.312,19.408,5.127,303.719
01/02/2026 00:34,781.464,780.119,57.19,74.085,744.211,20.098,5.079,280.652
01/02/2026 00:34,781.466,780.121,61.016,75.654,775.314,18.945,5.124,300.354
01/02/2026 00:35,781.511,780.122,60.525,77.025,778.894,18.75,5.168,301.415
01/02/2026 00:35,781.549,780.123,57.482,76.25,772.461,19.602,5.048,278.497
01/02/2026 00:35,781.576,780.124,58.766,76.07,761.025,19.505,5.107,289.966
01/02/2026 00:36,781.668,780.125,58.184,75.575,742.224,18.807,4.987,278.141
01/02/2026 00:36,781.743,780.126,59.053,75.758,783.89,18.95,5.065,288.335
01/02/2026 00:36,781.775,780.127,57.765,75.134,782.033,18.998,5.096,282.705
01/02/2026 00:37,781.832,780.129,59.55,77.989,838.606,19.27,5.105,292.554
01/02/2026 00:37,781.919,780.13,58.385,77.625,811.141,19.636,5.091,286.754
01/02/2026 00:37,781.901,780.131,59.3,77.261,794.844,19.013,5.003,286.647
01/02/2026 00:38,781.905,780.132,59.876,76.523,766.336,19.535,5.035,289.764
01/02/2026 00:38,781.931,780.133,58.787,74.333,753.079,19.354,5.082,286.548
01/02/2026 00:38,781.967,780.134,55.834,73.8,782.715,19.606,5.034,269.723
01/02/2026 00:39,781.988,780.135,58.711,77.056,761.991,19.174,5.12,289.045
01/02/2026 00:39,781.986,780.137,58.721,75.894,813.952,19.48,5.098,289.349
01/02/2026 00:39,782.013,780.138,58.524,76.765,784.615,19.809,5.087,285.935
01/02/2026 00:40,782.043,780.139,55.658,73.941,740.142,20.021,5.032,268.88
01/02/2026 00:40,782.072,780.14,58.29,76.414,761.144,19.267,5.038,282.287
01/02/2026 00:40,782.128,780.141,58.735,77.553,748.223,19.741,5.053,285.824
01/02/2026 00:41,782.077,780.142,63.091,77.022,849.251,19.909,5.067,308.099
01/02/2026 00:41,782.131,780.143,56.451,74.468,794.436,19.969,5.068,274.541
01/02/2026 00:41,782.007,780.145,57.122,74.84,771.477,19.627,5.119,281.461
01/02/2026 00:42,781.906,780.146,58.619,75.451,777.703,20.31,5.091,288.082
01/02/2026 00:42,781.84,780.147,59.08,76.243,718.024,19.288,5.042,285.505
01/02/2026 00:42,781.7,780.148,58.399,75.988,762.258,19.734,5.101,286.016
01/02/2026 00:43,781.63,780.149,57.565,76.508,734.804,19.505,5.028,277.745
01/02/2026 00:43,781.552,780.15,60.703,76.96,785.42,19.349,5.118,299.347
01/02/2026 00:43,781.464,780.152,58.974,74.577,744.82,19.983,5.176,292.043
01/02/2026 00:44,781.479,780.153,60.307,76.697,770.349,19.383,5.119,296.725
01/02/2026 00:44,781.421,780.154,59.714,75.839,802.556,19.719,5.092,292.998
01/02/2026 00:44,781.449,780.155,57.871,74.358,737.355,18.858,5.118,285.192
01/02/2026 00:45,781.486,780.156,58.428,77.025,765.545,19.628,5.106,288.24
01/02/2026 00:45,781.517,780.157,58.648,75.442,764.344,19.007,5.112,288.246
01/02/2026 00:45,781.525,780.158,58.647,75.107,763.251,20.75,5.086,286.359
01/02/2026 00:46,781.543,780.159,60.599,78.302,777.452,19.531,5.018,292.82
01/02/2026 00:46,781.55,780.161,60.101,77.037,774.774,19.698,5.129,296.089
01/02/2026 00:46,781.555,780.162,58.537,77.689,781.301,19.129,5.098,288.056
01/02/2026 00:47,781.596,780.163,60.604,76.744,769.88,19.252,5.084,295.966
01/02/2026 00:47,781.649,780.164,58.063,76.845,758.53,18.711,5.095,284.704
01/02/2026 00:47,781.637,780.165,58.058,76.309,794.345,19.959,5.09,284.727
01/02/2026 00:48,781.646,780.166,57.983,76.039,764.67,19.546,5.074,283.498
01/02/2026 00:48,781.685,780.167,58.037,76.106,819.301,19.199,5.115,286.249
01/02/2026 00:48,781.733,780.169,56.885,74.817,743.902,20.088,5,273.91
01/02/2026 00:49,781.776,780.17,58.51,76.694,730.257,19.262,5.123,289.212
01/02/2026 00:49,781.772,780.171,60.942,74.089,821.843,19.479,5.056,296.821
01/02/2026 00:49,781.77,780.172,59.012,74.165,817.385,19.594,5.018,286.384
01/02/2026 00:50,781.76,780.173,57.85,74.252,744.155,19.655,5.126,283.657
01/02/2026 00:50,781.78,780.174,59.136,76.071,776.426,19.291,5.012,284.593
01/02/2026 00:50,781.804,780.175,58.069,76.593,796.351,19.276,5.138,287.565
01/02/2026 00:51,781.808,780.177,58.016,74.19,821.633,19.956,5.046,281.797
01/02/2026 00:51,781.805,780.178,59.202,75.278,727.018,19.155,5.133,290.922
01/02/2026 00:51,781.806,780.179,61.581,76.458,840.181,19.211,5.052,301.151
01/02/2026 00:52,781.807,780.18,58.223,74.034,813.304,19.432,5.14,287.175
01/02/2026 00:52,781.828,780.181,57.67,76.293,774.142,19.509,5.128,285.931
01/02/2026 00:52,781.859,780.182,58.962,77.436,797.276,19.525,5.115,290.986
01/02/2026 00:53,781.846,780.183,59.921,76.368,777.986,19.601,5.124,294.534
01/02/2026 00:53,781.863,780.184,57.181,74.218,790.239,19.872,5.022,277.605
01/02/2026 00:53,781.87,780.186,61.458,78.87,826.152,19.795,5.119,302.231
01/02/2026 00:54,781.883,780.187,57.561,77.081,778.082,19.482,5.08,280.954
01/02/2026 00:54,781.86,780.188,59.277,77.856,807.891,19.402,5.139,294.496
01/02/2026 00:54,781.865,780.189,60.448,76.057,866.612,19.697,5.142,300.285
01/02/2026 00:55,781.897,780.19,60.738,77.941,784.811,19.135,5.13,297.562
01/02/2026 00:55,781.859,780.191,57.856,75.182,749.44,19.629,5.083,282.783
01/02/2026 00:55,781.908,780.192,57.855,75.541,757.231,19.92,5.129,285.027
01/02/2026 00:56,781.841,780.194,60.128,76.514,821.71,19.961,5.111,295.614
01/02/2026 00:56,781.86,780.195,63.406,80.559,887.738,19.34,5.091,312.475
01/02/2026 00:56,781.801,780.196,60.565,75.923,920.139,19.115,5.146,301.235
01/02/2026 00:57,781.789,780.197,64.023,76.862,933.514,19.183,5.154,319.032
01/02/2026 00:57,781.771,780.198,63.501,78.725,935.184,19.443,5.114,315.728
01/02/2026 00:57,781.712,780.199,63.039,78.178,876.359,19.883,5.088,307.521
01/02/2026 00:58,781.753,780.2,63.471,78.128,947.513,19.478,5.136,315.72
01/02/2026 00:58,781.736,780.201,64.473,77.999,959.8,19.42,5.144,320.747
01/02/2026 00:58,781.77,780.203,61.394,79.076,899.393,19.424,5.1,301.681
01/02/2026 00:59,781.738,780.204,62.617,75.735,925.204,19.342,5.107,308.528
01/02/2026 00:59,781.744,780.205,63.738,78.915,992.817,20.09,5.164,318.102
01/02/2026 00:59,781.759,780.206,62.349,77.871,938.444,19.466,5.158,310.349
01/02/2026 01:00,781.804,780.207,62.582,78.836,922.695,20.028,5.116,308.374
01/02/2026 01:00,781.77,780.208,64.266,77.828,960.157,19.48,5.161,320.399
01/02/2026 01:00,781.82,780.209,60.187,77.003,857.312,19.712,5.077,296.174
01/02/2026 01:01,781.818,780.21,62.109,75.899,925.962,19.479,5.138,308.339
01/02/2026 01:01,781.825,780.212,63.217,78.095,961.722,20.34,5.126,313.941
01/02/2026 01:01,781.842,780.213,62.752,78.26,925.906,20.341,5.151,313.1
01/02/2026 01:02,781.794,780.214,62.51,77.947,902.785,20.001,5.136,310.127
01/02/2026 01:02,781.749,780.215,61.717,76.725,909.846,19.815,5.163,308.21
01/02/2026 01:02,781.757,780.216,65.935,82.428,965.459,20.005,5.043,322
01/02/2026 01:03,781.755,780.217,63.632,77.612,947.644,18.942,5.156,316.161
01/02/2026 01:03,781.728,780.218,64.565,77.865,939.785,20.024,5.077,317.089
01/02/2026 01:03,781.695,780.219,61.866,79.621,901.782,19.94,5.145,309.096
01/02/2026 01:04,781.701,780.221,62.888,78.154,892.829,19.825,5.093,310.182
01/02/2026 01:04,781.653,780.222,64.459,80.785,934.346,19.717,5.108,318.844
01/02/2026 01:04,781.61,780.223,64.633,77.453,959.954,20.081,5.212,323.826
01/02/2026 01:05,781.611,780.224,61.844,77.885,915.721,19.624,5.095,304.645
01/02/2026 01:05,781.624,780.225,61.698,77.399,899.679,18.461,5.122,305.511
01/02/2026 01:05,781.596,780.226,67.313,80.326,947.055,20.187,5.079,329.863
01/02/2026 01:06,781.532,780.227,64.159,78.367,966.601,19.791,5.209,323.254
01/02/2026 01:06,781.498,780.228,62.578,78.89,924.043,19.519,5.24,316.161
01/02/2026 01:06,781.449,780.229,62.252,77.932,949.064,19.683,5.166,310.629
01/02/2026 01:07,781.41,780.231,62.466,76.396,922.344,19.427,5.185,312.752
01/02/2026 01:07,781.431,780.232,64.046,78.79,915.933,19.811,5.215,321.366
01/02/2026 01:07,781.445,780.233,59.724,75.652,895.578,19.488,5.176,298.963
01/02/2026 01:08,781.46,780.234,62.509,79.381,930.16,19.921,5.127,308.944
01/02/2026 01:08,781.45,780.235,63.006,77.635,930.305,20.085,5.107,311.093
01/02/2026 01:08,781.446,780.236,63.727,79.745,963.42,19.386,5.111,314.919
01/02/2026 01:09,781.448,780.237,63.137,77.86,947.254,19.873,5.222,319.364
01/02/2026 01:09,781.425,780.238,61.105,78.483,901.888,19.845,5.13,302.168
01/02/2026 01:09,781.405,780.239,61.524,77.396,916.334,19.922,5.159,306.377
01/02/2026 01:10,781.379,780.241,62.638,77.163,936.041,19.223,5.157,311.871
01/02/2026 01:10,781.298,780.242,65.452,81.18,969.833,19.433,5.108,322.801
01/02/2026 01:10,781.3,780.243,63.933,81.458,929.048,19.204,5.119,315.09
01/02/2026 01:11,781.307,780.244,63.798,78.08,945.052,20.288,5.186,318.989
01/02/2026 01:11,781.294,780.245,62.847,81.082,952.744,19.342,5.13,311.506
01/02/2026 01:11,781.311,780.246,65.774,78.292,933.001,18.666,5.091,322.367
01/02/2026 01:12,781.311,780.247,64.283,77.156,929.882,20.034,5.18,321.471
01/02/2026 01:12,781.344,780.248,64.284,79.276,992.181,19.462,5.185,322.442
01/02/2026 01:12,781.307,780.249,59.74,75.721,936.178,19.826,5.067,293.564
01/02/2026 01:13,781.331,780.251,63.472,79.861,974.628,19.578,5.148,316.066
01/02/2026 01:13,781.356,780.252,64.352,80.205,1007.546,20.126,5.151,319.875
01/02/2026 01:13,781.383,780.253,65.177,78.943,942.423,20.091,5.122,323.315
01/02/2026 01:14,781.418,780.254,64.574,78.24,951.489,20.609,5.151,321.542
01/02/2026 01:14,781.451,780.255,63.176,78.597,964.988,19.551,5.147,314.716
01/02/2026 01:14,781.478,780.256,62.609,77.757,951.904,19.34,5.205,315.337
01/02/2026 01:15,781.517,780.257,66.015,78.545,967.508,19.173,5.157,329.385
01/02/2026 01:15,781.539,780.258,63.987,80,992.201,19.587,5.196,320.794
01/02/2026 01:15,781.583,780.259,64.566,77.653,973.858,19.703,5.166,322.483
01/02/2026 01:16,781.61,780.26,61.197,77.611,926.711,19.598,5.21,307.779
01/02/2026 01:16,781.656,780.262,64.184,78.469,966.638,19.847,5.135,318.402
01/02/2026 01:16,781.695,780.263,64.184,78.937,952.3,19.311,5.108,317.699
01/02/2026 01:17,781.735,780.264,63.791,77.86,904.518,19.423,5.164,316.627
01/02/2026 01:17,781.739,780.265,64.012,78.297,995.243,19.393,5.153,318.853
01/02/2026 01:17,781.792,780.266,63.153,76.805,917.91,19.458,5.169,314.026
01/02/2026 01:18,781.784,780.267,64.337,77.704,979.567,19.476,5.196,322.149
01/02/2026 01:18,781.792,780.268,63.934,79.456,988.294,19.318,5.211,323.259
01/02/2026 01:18,781.843,780.269,65.544,78.366,951.175,20.541,5.106,322.285
01/02/2026 01:19,781.886,780.27,62.804,77.566,919.006,19.89,5.158,312.861
01/02/2026 01:19,781.937,780.271,65.182,79.862,982.546,19.686,5.198,328.033
01/02/2026 01:19,781.981,780.273,64.668,79.063,970.486,19.994,5.114,319.776
01/02/2026 01:20,782.02,780.274,64.429,79.186,941.476,20.641,5.204,322.816
01/02/2026 01:20,782.087,780.275,65.755,79.32,966.343,20.394,5.172,329.372
01/02/2026 01:20,782.114,780.276,62.907,77.136,1012.337,20.463,5.247,321.007
01/02/2026 01:21,782.157,780.277,62.018,77.165,945.999,20.027,5.124,306.988
01/02/2026 01:21,782.219,780.278,64.85,79.321,973.706,19.785,5.203,324.831
01/02/2026 01:21,782.258,780.279,63.104,76.428,966.242,19.866,5.171,315.081
01/02/2026 01:22,782.337,780.28,62.135,78.31,919.837,20.126,5.179,310.741
01/02/2026 01:22,782.425,780.281,61.146,76.28,926.341,20.037,5.179,306.258
01/02/2026 01:22,782.485,780.282,61.81,76.872,975.049,19.598,5.125,307.35
01/02/2026 01:23,782.517,780.283,62.186,79.201,939.296,19.76,5.18,310.275
01/02/2026 01:23,782.539,780.285,66.704,81.533,1028.813,19.555,5.173,333.774
01/02/2026 01:23,782.614,780.286,63.282,78.72,961.703,19.951,5.214,317.519
01/02/2026 01:24,782.61,780.287,64.144,79.434,961.677,19.553,5.166,322.057
01/02/2026 01:24,782.649,780.288,62.569,77.16,928.671,19.745,5.131,309.566
01/02/2026 01:24,782.655,780.289,64.252,79.835,1002.589,20.17,5.231,324.854
01/02/2026 01:25,782.655,780.29,63.481,79.77,977.722,19.02,5.182,317.651
01/02/2026 01:25,782.713,780.291,62.44,78.838,982.843,19.712,5.161,310.99
01/02/2026 01:25,782.809,780.292,62.681,77.893,933.24,20.078,5.109,308.914
01/02/2026 01:26,782.863,780.293,62.543,77.581,975.54,19.766,5.143,310.756
01/02/2026 01:26,782.904,780.294,64.956,78.963,992.658,20.341,5.236,327.623
01/02/2026 01:26,782.945,780.295,61.724,78.559,948.544,19.648,5.141,306.232
01/02/2026 01:27,782.95,780.296,61.682,77.357,953.063,19.917,5.087,303.551
01/02/2026 01:27,783.003,780.298,62.856,79.394,1015.12,20.544,5.146,314.113
01/02/2026 01:27,783.056,780.299,62.138,78.503,949.833,19.73,5.153,308.627
01/02/2026 01:28,783.062,780.3,62.482,79.687,947.23,20.163,5.174,312.069
01/02/2026 01:28,783.093,780.301,61.549,77.237,898.166,20.095,5.093,303.006
01/02/2026 01:28,783.133,780.302,63.501,78.498,992.8,20.173,5.197,318.266
01/02/2026 01:29,783.13,780.303,59.609,76.378,950.102,19.996,5.203,300.954
01/02/2026 01:29,783.14,780.304,62.385,78.075,963.031,20.301,5.13,311.324
01/02/2026 01:29,783.162,780.305,61.394,75.994,888.117,20.097,5.214,308.615
01/02/2026 01:30,783.204,780.306,62.897,77.545,977.327,19.892,5.13,312.041
01/02/2026 01:30,783.226,780.307,57.702,75.799,921.944,20.125,5.215,291.75
01/02/2026 01:30,783.213,780.308,63.463,78.852,971.756,20.125,5.138,317.394
01/02/2026 01:31,783.225,780.309,61.504,75.062,964.702,19.729,5.224,310.691
01/02/2026 01:31,783.183,780.31,62.473,80.257,962.611,20.102,5.206,314.955
01/02/2026 01:31,783.24,780.312,61.423,78.684,910.903,19.969,5.219,308.256
01/02/2026 01:32,783.164,780.313,60.716,76.229,947.639,20.052,5.172,304.163
01/02/2026 01:32,783.214,780.314,62.454,80.239,962.118,20.395,5.093,307.402
01/02/2026 01:32,783.232,780.315,62.282,79.001,981.933,19.815,5.164,311.783
01/02/2026 01:33,783.272,780.316,60.915,75.829,938.312,20.062,5.168,306.27
01/02/2026 01:33,783.25,780.317,62.261,75.792,982.874,19.838,5.164,311.145
01/02/2026 01:33,783.283,780.318,61.947,77.85,975.103,20.564,5.194,313.702
01/02/2026 01:34,783.264,780.319,61.847,77.27,949.524,19.574,5.235,313.804
01/02/2026 01:34,783.26,780.32,62.874,77.708,952.892,20.423,5.223,317.262
01/02/2026 01:34,783.257,780.321,61.727,78.754,905.338,20.597,5.192,308.724
01/02/2026 01:35,783.226,780.322,63.694,77.616,983.573,20.013,5.095,312.912
01/02/2026 01:35,783.208,780.323,62.4,77.721,950.868,19.845,5.103,307.347
01/02/2026 01:35,783.207,780.324,61.18,77.4,926.788,20.575,5.194,305.651
01/02/2026 01:36,783.185,780.325,61.131,77.637,943.65,19.962,5.22,308.673
01/02/2026 01:36,783.184,780.326,65.483,79.082,970.359,19.958,5.124,324.243
01/02/2026 01:36,783.177,780.328,63.418,80.459,932.529,20.343,5.173,318.593
01/02/2026 01:37,783.142,780.329,62.369,76.615,966.616,19.943,5.134,312.184
01/02/2026 01:37,783.113,780.33,62.633,78.095,936.28,19.208,5.256,317.491
01/02/2026 01:37,783.064,780.331,62.849,75.617,962.755,20.033,5.218,317.847
01/02/2026 01:38,783.06,780.332,63.337,76.998,1019.622,19.194,5.176,318.797
01/02/2026 01:38,783.025,780.333,63.542,77.27,971.088,20.168,5.223,321.678
01/02/2026 01:38,782.984,780.334,61.774,75.551,968.387,19.624,5.099,305.649
01/02/2026 01:39,783.009,780.335,61.986,76.331,927.407,20.554,5.172,309.175
01/02/2026 01:39,782.989,780.336,61.527,77.566,943.087,19.925,5.172,307.963
01/02/2026 01:39,782.964,780.337,64.583,75.337,992.008,20.613,5.187,324.264
01/02/2026 01:40,782.966,780.338,64.233,78.024,968.368,19.71,5.174,320.732
01/02/2026 01:40,782.94,780.339,62.171,80.922,956.178,19.941,5.221,314.358
01/02/2026 01:40,782.901,780.34,64.773,79.964,1024.287,20.484,5.178,325.449
01/02/2026 01:41,782.874,780.341,63.106,78.821,969.178,20.55,5.184,316.944
01/02/2026 01:41,782.885,780.342,61.976,76.744,972.326,20.174,5.102,307.823
01/02/2026 01:41,782.82,780.343,63.018,77.471,949.857,19.641,5.167,315.02
01/02/2026 01:42,782.785,780.344,63.168,77.239,969.926,20.661,5.211,319.892
01/02/2026 01:42,782.756,780.345,62.415,78.937,953.654,19.921,5.208,314.874
01/02/2026 01:42,782.74,780.347,63.386,77.974,954.34,21.253,5.178,317.723
01/02/2026 01:43,782.767,780.348,62.431,76.102,980.637,19.738,5.142,311.625
01/02/2026 01:43,782.682,780.349,61.652,75.702,973.156,19.458,5.11,304.921
01/02/2026 01:43,782.66,780.35,61.625,78.558,896.126,20.413,5.219,309.917
01/02/2026 01:44,782.632,780.351,64.263,78.391,976.903,20.214,5.192,321.923
01/02/2026 01:44,782.586,780.352,64.126,78.869,975.774,20.229,5.22,323.753
01/02/2026 01:44,782.555,780.353,62.808,78.959,950.872,20.265,5.15,312.687
01/02/2026 01:45,782.491,780.354,63.579,76.378,962.018,20.398,5.132,314.568
01/02/2026 01:45,782.42,780.355,64.759,79.257,1029.745,19.865,5.145,324.129
01/02/2026 01:45,782.392,780.356,63.417,78.529,1020.147,20.027,5.229,320.843
01/02/2026 01:46,782.391,780.357,63.482,76.754,1013.522,20.336,5.188,319.222
01/02/2026 01:46,782.348,780.358,62.834,77.564,960.027,20.584,5.079,309.437
01/02/2026 01:46,782.354,780.359,63.088,77.679,971.88,20.431,5.119,312.353
01/02/2026 01:47,782.315,780.36,63.793,75.667,974.811,19.831,5.243,323.712
01/02/2026 01:47,782.279,780.361,65.432,79.049,1030.816,20.122,5.205,330.734
